Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
15/12/2021,2021,Arsenal,West Ham,2.1,3.6,3.3,2.0,0.0,H,3,0,6,0,2,0,75,12,0,2,1,3,0,0,75,12
15/12/2021,2021,Crystal Palace,Southampton,2.15,3.3,3.5,2.0,2.0,D,2,1,6,3,2,0,38,50,0,3,1,9,0,2,38,50
15/12/2021,2021,Brighton,Wolves,2.25,3.1,3.5,0.0,1.0,A,0,1,2,5,0,1,29,43,0,2,0,3,0,1,29,43
14/12/2021,2021,Man City,Leeds,1.14,8.5,15.0,7.0,0.0,H,3,0,6,1,1,0,75,12,0,2,3,5,0,0,75,12
14/12/2021,2021,Norwich,Aston Villa,3.3,3.3,2.25,0.0,2.0,A,1,1,2,2,0,0,12,25,1,2,2,3,0,0,12,25
12/12/2021,2021,Crystal Palace,Everton,2.3,3.2,3.3,3.0,1.0,H,1,1,4,3,1,0,29,57,0,3,1,6,0,1,29,57
12/12/2021,2021,Leicester,Newcastle,1.66,4.1,4.75,4.0,0.0,H,1,2,4,7,1,2,43,14,0,1,2,4,0,1,43,14
12/12/2021,2021,Burnley,West Ham,3.6,3.6,2.0,0.0,0.0,D,1,0,6,4,1,0,17,50,1,2,5,4,1,0,17,50
11/12/2021,2021,Norwich,Man United,7.0,4.5,1.45,0.0,1.0,A,1,1,3,3,0,0,14,29,1,1,5,5,1,1,14,29
11/12/2021,2021,Liverpool,Aston Villa,1.2,7.0,13.0,1.0,0.0,H,2,0,10,2,2,0,57,43,1,2,3,5,0,1,57,43
11/12/2021,2021,Chelsea,Leeds,1.25,5.75,12.0,3.0,2.0,H,1,0,9,2,1,0,57,29,1,1,3,3,0,0,57,29
11/12/2021,2021,Arsenal,Southampton,1.61,4.0,5.5,3.0,0.0,H,3,0,6,1,2,0,71,14,1,2,2,6,0,1,71,14
11/12/2021,2021,Man City,Wolves,1.14,8.0,19.0,1.0,0.0,H,2,1,5,3,1,1,71,14,0,1,1,3,0,1,71,14
10/12/2021,2021,Brentford,Watford,2.25,3.3,3.3,2.0,1.0,H,1,2,3,4,0,0,29,14,1,2,7,7,1,1,29,14
06/12/2021,2021,Everton,Arsenal,3.4,3.5,2.1,2.0,1.0,H,0,2,3,9,0,2,43,14,1,2,4,7,1,1,43,14
05/12/2021,2021,Aston Villa,Leicester,2.37,3.4,3.0,2.0,1.0,H,1,2,4,6,1,1,43,14,1,0,5,4,0,0,43,14
05/12/2021,2021,Tottenham,Norwich,1.36,5.0,8.5,3.0,0.0,H,2,1,4,4,1,1,71,0,1,1,3,9,0,1,71,0
05/12/2021,2021,Man United,Crystal Palace,1.5,4.33,6.5,1.0,0.0,H,1,2,3,9,0,2,43,14,1,1,5,4,1,0,43,14
05/12/2021,2021,Leeds,Brentford,1.95,3.6,3.8,2.0,2.0,D,1,0,3,2,0,0,29,43,0,2,4,8,0,2,29,43
04/12/2021,2021,Watford,Man City,12.0,7.0,1.2,1.0,3.0,A,1,2,5,4,1,0,29,14,3,0,8,2,2,0,29,14
04/12/2021,2021,Wolves,Liverpool,8.0,4.75,1.4,0.0,1.0,A,2,0,3,1,0,0,43,14,2,1,11,4,2,0,43,14
04/12/2021,2021,Southampton,Brighton,2.45,3.2,3.0,1.0,1.0,D,1,0,5,4,0,0,29,57,0,1,3,5,0,1,29,57
04/12/2021,2021,Newcastle,Burnley,2.3,3.3,3.2,1.0,0.0,H,0,1,4,7,0,1,0,57,0,0,3,3,0,0,0,57
04/12/2021,2021,West Ham,Chelsea,4.75,3.6,1.75,3.0,2.0,H,2,0,5,3,0,0,43,29,3,0,8,1,2,0,43,29
02/12/2021,2021,Man United,Arsenal,1.95,3.75,3.75,3.0,2.0,H,0,2,1,8,0,2,33,17,1,1,2,4,1,1,33,17
02/12/2021,2021,Tottenham,Brentford,1.6,4.2,5.25,2.0,0.0,H,2,1,4,5,0,1,67,0,1,1,6,7,0,1,67,0
01/12/2021,2021,Everton,Liverpool,7.5,5.25,1.36,1.0,4.0,A,0,2,2,6,0,1,50,17,2,1,12,3,2,0,50,17
01/12/2021,2021,Aston Villa,Man City,9.0,5.25,1.33,1.0,2.0,A,1,2,5,7,1,1,50,17,2,0,8,3,2,0,50,17
01/12/2021,2021,Wolves,Burnley,1.85,3.5,4.33,0.0,0.0,D,3,0,5,2,0,0,50,0,0,1,3,5,0,1,50,0
01/12/2021,2021,West Ham,Brighton,1.95,3.6,3.8,1.0,1.0,D,2,1,5,4,0,0,50,17,0,1,2,4,0,1,50,17
01/12/2021,2021,Watford,Chelsea,10.0,5.25,1.3,1.0,2.0,A,1,2,4,7,1,1,33,17,3,0,7,0,2,0,33,17
01/12/2021,2021,Southampton,Leicester,2.37,3.5,2.87,2.0,2.0,D,2,0,4,2,0,0,33,50,1,0,5,4,0,0,33,50
30/11/2021,2021,Leeds,Crystal Palace,2.4,3.3,3.0,1.0,0.0,H,1,0,3,2,0,0,17,50,1,0,7,5,1,0,17,50
30/11/2021,2021,Newcastle,Norwich,1.95,3.5,3.9,1.0,1.0,D,0,2,5,9,0,1,0,50,1,1,2,8,0,1,0,50
28/11/2021,2021,Chelsea,Man United,1.57,4.0,6.0,1.0,1.0,D,2,0,11,2,2,0,67,17,1,2,6,8,1,2,67,17
28/11/2021,2021,Man City,West Ham,1.28,5.75,10.0,2.0,1.0,H,2,1,5,2,2,1,67,17,2,1,5,2,1,0,67,17
28/11/2021,2021,Leicester,Watford,1.61,4.0,5.5,4.0,2.0,H,1,2,4,7,1,2,33,17,1,2,5,4,1,0,33,17
28/11/2021,2021,Brentford,Everton,2.25,3.2,3.4,1.0,0.0,H,0,3,2,5,0,0,17,17,0,2,2,6,0,1,17,17
27/11/2021,2021,Brighton,Leeds,2.05,3.4,3.75,0.0,0.0,D,0,1,2,5,0,1,33,33,1,2,3,4,0,0,33,33
27/11/2021,2021,Norwich,Wolves,3.5,3.3,2.15,0.0,0.0,D,1,1,3,3,0,0,17,17,1,1,4,5,0,1,17,17
27/11/2021,2021,Liverpool,Southampton,1.28,6.0,9.0,4.0,0.0,H,1,0,8,4,1,0,50,50,1,2,3,5,0,1,50,50
27/11/2021,2021,Crystal Palace,Aston Villa,2.2,3.4,3.3,1.0,2.0,A,1,0,5,3,1,0,33,67,0,3,2,6,0,1,33,67
27/11/2021,2021,Arsenal,Newcastle,1.44,4.75,7.0,2.0,0.0,H,2,0,6,3,1,0,67,17,0,1,3,4,0,0,67,17
21/11/2021,2021,Tottenham,Leeds,1.7,4.2,4.5,2.0,1.0,H,1,2,2,7,0,2,60,0,1,1,3,3,0,0,60,0
21/11/2021,2021,Man City,Everton,1.14,8.0,19.0,3.0,0.0,H,1,1,2,2,1,1,60,20,0,2,2,6,0,1,60,20
20/11/2021,2021,Liverpool,Arsenal,1.45,4.75,6.5,4.0,0.0,H,1,0,7,4,1,0,40,60,2,0,3,0,1,0,40,60
20/11/2021,2021,Wolves,West Ham,3.0,3.25,2.4,1.0,0.0,H,2,1,4,4,0,1,40,0,3,0,7,2,1,0,40,0
20/11/2021,2021,Watford,Man United,6.5,4.75,1.45,4.0,1.0,H,0,2,1,7,0,1,20,20,2,1,7,5,1,1,20,20
20/11/2021,2021,Norwich,Southampton,3.6,3.5,2.05,2.0,1.0,H,0,2,2,5,0,1,0,20,1,1,2,3,0,1,0,20
20/11/2021,2021,Newcastle,Brentford,2.62,3.4,2.7,3.0,3.0,D,0,2,3,7,0,1,0,40,2,1,5,4,1,1,0,40
20/11/2021,2021,Burnley,Crystal Palace,2.7,3.2,2.7,3.0,3.0,D,1,1,3,2,1,0,20,40,1,1,4,5,1,1,20,40
20/11/2021,2021,Aston Villa,Brighton,2.45,3.3,2.9,2.0,0.0,H,1,2,6,7,1,1,40,20,0,0,3,3,0,0,40,20
20/11/2021,2021,Leicester,Chelsea,4.75,3.75,1.75,0.0,3.0,A,1,1,6,6,1,1,40,20,3,0,7,0,2,0,40,20
07/11/2021,2021,West Ham,Liverpool,4.75,4.0,1.7,3.0,2.0,H,1,2,3,4,0,0,40,20,2,0,13,3,2,0,40,20
07/11/2021,2021,Leeds,Leicester,2.8,3.5,2.45,1.0,1.0,D,1,1,3,3,0,0,20,40,1,1,5,5,0,0,20,40
07/11/2021,2021,Everton,Tottenham,3.1,3.25,2.37,0.0,0.0,D,1,2,4,6,1,1,60,0,1,2,4,6,0,1,60,0
07/11/2021,2021,Arsenal,Watford,1.36,4.75,8.5,1.0,0.0,H,2,0,8,4,2,0,60,20,2,1,8,4,2,0,60,20
06/11/2021,2021,Brighton,Newcastle,1.57,3.9,6.0,1.0,1.0,D,1,1,3,5,0,1,40,20,0,1,3,4,0,0,40,20
06/11/2021,2021,Crystal Palace,Wolves,2.45,3.2,3.0,2.0,0.0,H,0,0,4,4,0,0,20,80,2,0,5,3,0,0,20,80
06/11/2021,2021,Chelsea,Burnley,1.25,6.0,12.0,1.0,1.0,D,2,1,10,2,2,0,80,0,0,1,4,6,0,1,80,0
06/11/2021,2021,Brentford,Norwich,1.6,4.0,5.75,1.0,2.0,A,0,2,4,6,0,0,20,20,0,2,0,9,0,2,20,20
06/11/2021,2021,Man United,Man City,4.75,4.0,1.7,0.0,2.0,A,0,2,1,7,0,1,40,20,2,0,7,3,1,0,40,20
05/11/2021,2021,Southampton,Aston Villa,1.95,3.6,3.75,1.0,0.0,H,1,1,3,3,0,0,20,60,1,2,3,5,0,1,20,60
01/11/2021,2021,Wolves,Everton,2.2,3.2,3.5,2.0,1.0,H,1,2,2,4,0,1,25,0,1,1,3,4,1,1,25,0
31/10/2021,2021,Aston Villa,West Ham,2.8,3.5,2.45,1.0,4.0,A,1,1,6,4,1,0,50,25,2,0,3,1,0,0,50,25
31/10/2021,2021,Norwich,Leeds,3.4,3.5,2.1,1.0,2.0,A,0,2,2,5,0,1,0,25,0,1,2,3,0,0,0,25
30/10/2021,2021,Tottenham,Man United,2.87,3.6,2.37,0.0,3.0,A,2,1,3,4,0,1,75,0,2,1,5,5,0,1,75,0
30/10/2021,2021,Watford,Southampton,3.2,3.3,2.3,0.0,1.0,A,0,2,1,8,0,2,25,25,0,1,3,5,0,1,25,25
30/10/2021,2021,Newcastle,Chelsea,8.5,5.0,1.36,0.0,3.0,A,0,1,5,6,0,0,0,50,2,0,5,1,1,0,0,50
30/10/2021,2021,Man City,Crystal Palace,1.14,8.0,19.0,0.0,2.0,A,2,0,7,0,2,0,75,25,0,1,4,7,0,1,75,25
30/10/2021,2021,Liverpool,Brighton,1.22,6.5,13.0,2.0,2.0,D,1,0,6,3,1,0,50,50,1,0,2,1,0,0,50,50
30/10/2021,2021,Burnley,Brentford,2.6,3.3,2.75,3.0,1.0,H,0,1,1,2,0,0,0,50,2,0,5,2,1,0,0,50
30/10/2021,2021,Leicester,Arsenal,2.4,3.5,2.87,0.0,2.0,A,1,1,6,5,1,0,50,25,1,1,1,5,0,1,50,25
24/10/2021,2021,Man United,Liverpool,3.1,3.6,2.2,0.0,5.0,A,1,1,5,3,1,0,50,25,2,0,11,3,2,0,50,25
24/10/2021,2021,West Ham,Tottenham,2.3,3.5,3.0,1.0,0.0,H,0,2,4,6,0,0,25,25,1,2,4,8,0,2,25,25
24/10/2021,2021,Brentford,Leicester,2.62,3.3,2.7,1.0,2.0,A,0,2,3,5,0,0,25,25,1,1,5,5,0,0,25,25
23/10/2021,2021,Brighton,Man City,8.0,4.75,1.4,1.0,4.0,A,1,1,2,3,0,1,50,25,2,0,4,2,0,0,50,25
23/10/2021,2021,Southampton,Burnley,1.95,3.5,3.9,2.0,2.0,D,1,1,1,1,0,0,25,50,0,2,3,7,0,2,25,50
23/10/2021,2021,Leeds,Wolves,2.4,3.4,2.87,1.0,1.0,D,1,2,2,5,0,1,25,25,3,0,6,2,1,0,25,25
23/10/2021,2021,Everton,Watford,1.65,3.8,5.5,2.0,5.0,A,2,1,5,2,2,0,75,0,1,2,3,3,1,0,75,0
23/10/2021,2021,Crystal Palace,Newcastle,1.9,3.6,4.0,1.0,1.0,D,1,0,6,3,1,0,25,75,0,2,3,7,0,1,25,75
23/10/2021,2021,Chelsea,Norwich,1.18,7.0,15.0,7.0,0.0,H,2,1,6,2,2,0,75,0,0,2,0,3,0,1,75,0
22/10/2021,2021,Arsenal,Aston Villa,1.83,3.75,4.2,3.0,1.0,H,2,0,6,3,1,0,50,25,1,2,2,5,0,1,50,25
18/10/2021,2021,Arsenal,Crystal Palace,1.6,3.8,6.0,2.0,2.0,D,2,1,4,3,1,1,67,0,0,2,2,8,0,2,67,0
17/10/2021,2021,Newcastle,Tottenham,3.5,3.6,2.05,2.0,3.0,A,0,1,5,7,0,1,0,67,1,2,2,6,0,2,0,67
17/10/2021,2021,Everton,West Ham,2.5,3.4,2.8,0.0,1.0,A,3,0,8,2,3,0,100,0,2,0,6,3,1,0,100,0
16/10/2021,2021,Brentford,Chelsea,6.5,3.8,1.57,0.0,1.0,A,1,1,5,4,1,0,33,33,2,0,6,1,2,0,33,33
16/10/2021,2021,Southampton,Leeds,2.3,3.5,3.0,1.0,0.0,H,0,1,1,2,0,0,0,67,0,1,3,7,0,1,0,67
16/10/2021,2021,Norwich,Brighton,3.6,3.4,2.1,0.0,0.0,D,0,3,2,8,0,2,0,0,2,0,4,2,0,0,0,0
16/10/2021,2021,Man City,Burnley,1.12,9.0,19.0,2.0,0.0,H,2,0,10,0,2,0,67,33,0,2,3,7,0,2,67,33
16/10/2021,2021,Leicester,Man United,3.5,3.6,2.05,4.0,2.0,H,1,1,3,3,0,0,33,33,2,0,4,2,0,0,33,33
16/10/2021,2021,Aston Villa,Wolves,2.15,3.25,3.5,2.0,3.0,A,2,0,6,1,2,0,67,33,2,1,3,1,1,0,67,33
16/10/2021,2021,Watford,Liverpool,8.5,5.5,1.33,0.0,5.0,A,1,1,4,5,0,1,33,33,2,0,9,3,2,0,33,33
03/10/2021,2021,Liverpool,Man City,2.87,3.5,2.4,2.0,2.0,D,2,0,6,1,2,0,67,33,2,1,2,1,0,0,67,33
03/10/2021,2021,West Ham,Brentford,1.75,3.75,4.75,1.0,2.0,A,1,1,7,5,1,0,33,33,1,0,3,1,1,0,33,33
03/10/2021,2021,Tottenham,Aston Villa,2.1,3.6,3.4,2.0,1.0,H,2,1,2,3,0,1,67,0,1,2,3,6,0,1,67,0
03/10/2021,2021,Crystal Palace,Leicester,3.1,3.4,2.3,2.0,2.0,D,1,0,4,1,1,0,33,67,1,2,4,7,0,1,33,67
02/10/2021,2021,Brighton,Arsenal,3.0,3.25,2.4,0.0,0.0,D,2,1,4,3,1,1,67,0,1,2,1,7,0,2,67,0
02/10/2021,2021,Wolves,Newcastle,1.61,4.2,5.25,2.0,1.0,H,0,3,0,4,0,1,0,0,0,2,2,7,0,2,0,0
02/10/2021,2021,Leeds,Watford,1.7,4.0,4.75,1.0,0.0,H,0,2,3,7,0,1,0,33,1,2,3,4,1,1,0,33
02/10/2021,2021,Chelsea,Southampton,1.36,4.75,9.0,3.0,1.0,H,2,1,6,1,2,0,67,0,0,1,3,5,0,1,67,0
02/10/2021,2021,Burnley,Norwich,1.85,3.6,4.33,0.0,0.0,D,0,2,2,4,0,0,0,33,0,3,0,8,0,2,0,33
02/10/2021,2021,Man United,Everton,1.45,4.33,7.5,1.0,1.0,D,2,1,9,3,2,0,67,0,1,1,4,5,1,1,67,0
23/05/2021,2020,Wolves,Man United,2.5,3.5,2.7,1.0,2.0,A,2,1,3,5,0,1,39,22,2,0,6,2,2,0,39,22
23/05/2021,2020,West Ham,Southampton,1.65,4.0,5.0,3.0,0.0,H,1,2,3,4,0,0,50,22,0,3,1,7,0,2,50,22
23/05/2021,2020,Sheffield United,Burnley,2.8,3.6,2.4,1.0,0.0,H,1,2,1,5,0,2,22,6,2,1,7,3,2,1,22,6
23/05/2021,2020,Man City,Everton,1.44,5.0,6.5,5.0,0.0,H,1,2,7,6,1,0,67,11,2,0,2,0,0,0,67,11
23/05/2021,2020,Liverpool,Crystal Palace,1.14,8.5,15.0,2.0,0.0,H,2,0,5,2,1,0,50,17,1,2,4,5,1,1,50,17
23/05/2021,2020,Leicester,Tottenham,2.0,4.0,3.3,2.0,4.0,A,2,1,7,5,1,1,50,6,0,1,5,7,0,1,50,6
23/05/2021,2020,Leeds,West Brom,1.4,5.25,6.5,3.0,1.0,H,1,0,4,2,1,0,39,28,0,2,3,8,0,2,39,28
23/05/2021,2020,Fulham,Newcastle,2.05,3.8,3.3,0.0,2.0,A,0,3,1,5,0,1,11,22,2,0,7,4,1,0,11,22
23/05/2021,2020,Aston Villa,Chelsea,6.5,4.6,1.45,2.0,1.0,H,0,1,3,5,0,1,33,22,3,0,7,2,1,0,33,22
23/05/2021,2020,Arsenal,Brighton,1.57,4.33,5.25,2.0,0.0,H,1,1,4,3,1,0,39,22,0,2,1,3,0,0,39,22
19/05/2021,2020,West Brom,West Ham,5.0,4.33,1.6,1.0,3.0,A,1,1,5,3,1,0,17,33,1,1,5,5,0,0,17,33
19/05/2021,2020,Burnley,Liverpool,11.0,7.0,1.22,0.0,3.0,A,0,3,2,8,0,1,22,33,2,0,7,4,1,0,22,33
19/05/2021,2020,Crystal Palace,Arsenal,6.0,4.5,1.5,1.0,3.0,A,1,2,4,8,0,2,33,28,3,0,6,0,2,0,33,28
19/05/2021,2020,Tottenham,Aston Villa,1.5,4.5,6.0,1.0,2.0,A,3,0,8,1,2,0,56,17,1,2,5,6,0,0,56,17
19/05/2021,2020,Newcastle,Sheffield United,1.72,3.8,4.75,1.0,0.0,H,1,2,6,8,0,1,28,28,1,2,1,5,0,1,28,28
19/05/2021,2020,Everton,Wolves,1.85,3.6,4.2,1.0,0.0,H,0,2,3,5,0,0,28,22,1,1,2,3,0,1,28,22
18/05/2021,2020,Chelsea,Leicester,1.7,3.75,5.0,2.0,1.0,H,1,1,2,1,1,0,44,33,1,1,5,5,0,0,44,33
18/05/2021,2020,Brighton,Man City,7.0,4.5,1.45,3.0,2.0,H,1,0,3,1,1,0,17,50,3,0,8,4,1,0,17,50
18/05/2021,2020,Southampton,Leeds,2.55,3.9,2.5,0.0,2.0,A,2,0,7,3,2,0,44,17,2,1,6,3,1,1,44,17
18/05/2021,2020,Man United,Fulham,1.28,6.0,9.0,1.0,1.0,D,1,2,6,7,1,1,50,17,0,2,2,6,0,2,50,17
16/05/2021,2020,Everton,Sheffield United,1.36,4.75,8.5,0.0,1.0,A,0,1,4,5,0,0,29,24,0,3,1,7,0,1,29,24
16/05/2021,2020,West Brom,Liverpool,12.0,6.5,1.22,1.0,2.0,A,1,0,4,1,1,0,18,35,2,0,8,3,2,0,18,35
16/05/2021,2020,Tottenham,Wolves,1.5,4.33,6.5,2.0,0.0,H,2,1,7,4,1,1,53,18,1,0,2,1,0,0,53,18
16/05/2021,2020,Crystal Palace,Aston Villa,3.0,3.6,2.25,3.0,2.0,H,1,2,2,6,0,2,29,29,1,1,4,4,0,0,29,29
15/05/2021,2020,Brighton,West Ham,2.9,3.6,2.3,1.0,1.0,D,2,0,5,0,2,0,18,47,2,1,7,6,0,0,18,47
15/05/2021,2020,Southampton,Fulham,2.0,3.6,3.6,3.0,1.0,H,2,0,7,4,1,0,41,18,0,2,2,6,0,2,41,18
15/05/2021,2020,Burnley,Leeds,3.2,3.75,2.1,0.0,4.0,A,0,2,3,5,0,0,24,35,2,1,4,4,0,1,24,35
14/05/2021,2020,Newcastle,Man City,11.0,6.0,1.25,3.0,4.0,A,1,1,5,6,0,1,29,29,3,0,6,1,2,0,29,29
13/05/2021,2020,Man United,Liverpool,3.0,3.75,2.2,2.0,4.0,A,2,1,6,4,1,0,53,18,2,0,5,1,1,0,53,18
13/05/2021,2020,Aston Villa,Everton,2.7,3.4,2.6,0.0,0.0,D,0,2,4,7,0,1,35,18,2,0,2,0,0,0,35,18
12/05/2021,2020,Chelsea,Arsenal,1.65,4.0,5.0,0.0,1.0,A,1,1,4,5,1,1,47,35,2,0,8,3,2,0,47,35
11/05/2021,2020,Southampton,Crystal Palace,2.05,3.6,3.5,3.0,1.0,H,1,1,5,5,0,0,38,19,1,1,4,3,1,0,38,19
11/05/2021,2020,Man United,Leicester,2.5,3.4,2.8,1.0,2.0,A,3,0,6,2,1,0,56,19,1,1,5,5,0,0,56,19
10/05/2021,2020,Fulham,Burnley,2.2,3.4,3.3,0.0,2.0,A,0,3,1,6,0,1,12,24,1,2,7,6,1,1,12,24
09/05/2021,2020,Arsenal,West Brom,1.44,4.5,7.0,3.0,1.0,H,0,2,1,5,0,1,35,24,1,1,7,7,1,1,35,24
09/05/2021,2020,West Ham,Everton,2.2,3.5,3.2,0.0,1.0,A,1,1,6,6,0,0,53,24,1,1,1,2,0,1,53,24
09/05/2021,2020,Aston Villa,Man United,4.2,3.8,1.8,1.0,3.0,A,1,1,6,5,1,0,38,19,2,0,5,1,2,0,38,19
09/05/2021,2020,Wolves,Brighton,3.3,3.3,2.2,2.0,1.0,H,1,2,3,7,0,1,35,24,0,2,1,3,0,0,35,24
08/05/2021,2020,Liverpool,Southampton,1.25,6.0,11.0,2.0,0.0,H,1,1,3,3,0,0,47,18,0,3,3,10,0,2,47,18
08/05/2021,2020,Man City,Chelsea,1.9,3.4,4.2,1.0,2.0,A,1,2,6,6,1,1,71,12,2,0,5,1,1,0,71,12
08/05/2021,2020,Sheffield United,Crystal Palace,3.0,3.2,2.45,0.0,2.0,A,1,2,1,5,0,2,24,6,0,2,3,7,0,1,24,6
08/05/2021,2020,Leeds,Tottenham,3.4,3.8,2.0,3.0,1.0,H,1,0,3,2,0,0,35,29,1,0,6,4,1,0,35,29
07/05/2021,2020,Leicester,Newcastle,1.4,4.75,8.0,2.0,4.0,A,2,1,5,3,1,1,53,6,1,1,3,5,0,1,53,6
03/05/2021,2020,Burnley,West Ham,3.1,3.6,2.2,1.0,2.0,A,0,1,3,4,0,0,25,38,1,2,5,6,0,0,25,38
03/05/2021,2020,West Brom,Wolves,2.9,3.2,2.5,1.0,1.0,D,1,1,3,1,1,0,19,31,1,1,2,4,0,1,19,31
02/05/2021,2020,Tottenham,Sheffield United,1.25,6.0,12.0,4.0,0.0,H,2,1,7,5,1,1,50,19,0,3,1,8,0,1,50,19
02/05/2021,2020,Newcastle,Arsenal,3.6,3.6,2.0,0.0,2.0,A,1,0,6,5,0,0,31,31,1,0,7,4,1,0,31,31
01/05/2021,2020,Everton,Aston Villa,1.95,3.6,3.8,1.0,2.0,A,0,1,4,5,0,0,31,25,0,2,2,4,0,0,31,25
01/05/2021,2020,Chelsea,Fulham,1.44,4.4,7.5,2.0,0.0,H,1,1,4,5,1,1,44,38,1,1,3,4,0,1,44,38
01/05/2021,2020,Brighton,Leeds,2.05,3.5,3.5,2.0,0.0,H,1,1,4,2,1,0,12,50,2,1,4,4,0,1,12,50
01/05/2021,2020,Crystal Palace,Man City,10.0,5.0,1.33,0.0,2.0,A,1,1,2,4,0,1,31,31,3,0,7,1,2,0,31,31
30/04/2021,2020,Southampton,Leicester,3.8,3.8,1.9,1.0,1.0,D,1,1,5,5,0,0,40,13,1,1,5,5,0,0,40,13
26/04/2021,2020,Leicester,Crystal Palace,1.4,4.33,8.5,2.0,1.0,H,2,1,8,2,2,1,50,6,1,1,4,6,0,1,50,6
25/04/2021,2020,Aston Villa,West Brom,1.85,3.6,4.2,2.0,2.0,D,1,2,4,5,1,1,40,13,1,2,5,6,1,1,40,13
25/04/2021,2020,Leeds,Man United,4.0,4.2,1.75,0.0,0.0,D,1,0,3,2,0,0,38,25,2,0,5,1,2,0,38,25
25/04/2021,2020,Wolves,Burnley,2.0,3.4,3.9,0.0,4.0,A,1,2,3,4,0,0,38,25,1,2,5,7,0,1,38,25
24/04/2021,2020,Sheffield United,Brighton,5.25,3.4,1.75,1.0,0.0,H,1,2,1,5,0,2,19,6,1,1,3,3,0,0,19,6
24/04/2021,2020,West Ham,Chelsea,4.75,3.6,1.75,0.0,1.0,A,2,0,8,5,1,0,56,25,2,0,5,1,1,0,56,25
24/04/2021,2020,Liverpool,Newcastle,1.22,6.5,12.0,1.0,1.0,D,1,2,2,3,0,0,50,12,1,1,2,4,0,1,50,12
23/04/2021,2020,Arsenal,Everton,2.0,3.5,3.75,0.0,1.0,A,1,1,3,5,0,1,38,25,1,1,1,2,0,1,38,25
22/04/2021,2020,Leicester,West Brom,1.53,3.8,6.0,3.0,0.0,H,1,2,6,5,1,2,47,7,1,1,5,3,1,0,47,7
21/04/2021,2020,Aston Villa,Man City,9.0,4.75,1.36,1.0,2.0,A,1,1,3,3,1,1,43,14,3,0,6,0,2,0,43,14
21/04/2021,2020,Tottenham,Southampton,1.75,3.8,4.5,2.0,1.0,H,2,1,9,4,2,1,47,20,1,2,4,8,1,2,47,20
20/04/2021,2020,Chelsea,Brighton,1.57,4.0,6.0,0.0,0.0,D,1,1,4,5,1,1,47,33,1,2,3,4,0,0,47,33
19/04/2021,2020,Leeds,Liverpool,4.5,4.33,1.66,1.0,1.0,D,1,1,2,2,0,0,40,20,3,0,6,0,2,0,40,20
18/04/2021,2020,Man United,Burnley,1.33,5.25,9.0,3.0,1.0,H,3,0,6,2,1,0,53,20,1,2,4,8,0,1,53,20
18/04/2021,2020,Arsenal,Fulham,1.7,3.8,4.8,1.0,1.0,D,1,2,2,5,0,1,40,20,1,1,2,3,0,1,40,20
17/04/2021,2020,Wolves,Sheffield United,1.66,3.5,5.75,1.0,0.0,H,1,2,3,4,0,0,33,27,0,3,1,8,0,1,33,27
17/04/2021,2020,Newcastle,West Ham,3.5,3.5,2.05,3.0,2.0,H,0,0,4,4,0,0,27,33,1,2,4,5,0,0,27,33
16/04/2021,2020,Everton,Tottenham,3.4,3.5,2.1,2.0,2.0,D,1,1,3,3,0,0,33,20,1,1,5,4,1,0,33,20
12/04/2021,2020,Brighton,Everton,2.25,3.3,3.3,0.0,0.0,D,1,2,5,4,1,0,13,47,2,1,3,2,1,1,13,47
12/04/2021,2020,West Brom,Southampton,3.6,3.3,2.1,3.0,0.0,H,1,1,1,1,0,0,13,33,1,2,4,6,1,1,13,33
11/04/2021,2020,Sheffield United,Arsenal,6.5,3.75,1.57,0.0,3.0,A,1,2,1,4,0,2,20,7,1,0,7,5,1,0,20,7
11/04/2021,2020,Tottenham,Man United,2.87,3.4,2.45,1.0,3.0,A,3,0,10,1,3,0,50,21,1,0,2,0,1,0,50,21
11/04/2021,2020,West Ham,Leicester,3.0,3.3,2.37,3.0,2.0,H,2,0,7,4,1,0,53,27,2,0,5,3,0,0,53,27
11/04/2021,2020,Burnley,Newcastle,2.3,3.1,3.4,1.0,2.0,A,0,0,2,2,0,0,27,40,0,2,1,6,0,2,27,40
10/04/2021,2020,Crystal Palace,Chelsea,7.0,3.8,1.53,1.0,4.0,A,1,0,1,0,0,0,33,33,1,0,2,1,0,0,33,33
10/04/2021,2020,Liverpool,Aston Villa,1.5,4.33,6.5,2.0,1.0,H,0,3,0,4,0,1,47,13,1,1,2,2,0,0,47,13
10/04/2021,2020,Man City,Leeds,1.28,5.75,10.0,1.0,2.0,A,2,1,9,5,2,1,75,12,1,2,2,4,0,1,75,12
09/04/2021,2020,Fulham,Wolves,2.5,3.0,3.1,0.0,1.0,A,0,3,1,6,0,1,12,25,0,1,2,5,0,1,12,25
05/04/2021,2020,Wolves,West Ham,2.87,3.2,2.55,2.0,3.0,A,1,1,1,1,0,0,36,29,0,2,1,3,0,0,36,29
05/04/2021,2020,Everton,Crystal Palace,1.75,3.5,5.0,1.0,1.0,D,1,2,3,5,0,1,36,14,1,2,3,7,0,2,36,14
04/04/2021,2020,Man United,Brighton,1.61,4.0,5.5,2.0,1.0,H,2,0,7,4,1,0,50,21,1,1,3,3,0,0,50,21
