Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
03/10/2021,2021,Chapecoense-SC,Sao Paulo,4.29,3.3,1.9,1.0,1.0,D,0,2,2,5,0,1,0,20,1,1,3,3,0,0,0,20
03/10/2021,2021,Atletico-MG,Internacional,1.58,3.89,5.93,1.0,0.0,H,3,0,7,0,3,0,78,11,1,0,3,2,0,0,78,11
02/10/2021,2021,Bragantino,Corinthians,2.88,2.97,2.65,2.0,2.0,D,0,2,3,5,0,0,20,60,2,0,3,1,0,0,20,60
02/10/2021,2021,Fortaleza,Atletico GO,1.61,3.74,5.8,0.0,3.0,A,0,1,1,3,0,1,60,30,1,1,3,3,0,0,60,30
02/10/2021,2021,Cuiaba,America MG,2.88,2.91,2.7,0.0,2.0,A,1,1,4,4,0,0,27,36,0,0,2,2,0,0,27,36
27/09/2021,2021,Atletico GO,Cuiaba,2.36,2.85,3.48,0.0,0.0,D,0,0,2,2,0,0,20,60,2,0,4,1,1,0,20,60
26/09/2021,2021,Sport Recife,Fortaleza,3.9,3.1,2.07,0.0,1.0,A,0,2,0,2,0,0,10,40,0,2,3,6,0,1,10,40
26/09/2021,2021,Athletico-PR,Gremio,3.05,2.94,2.52,4.0,2.0,H,1,1,2,2,0,0,50,30,2,1,3,2,0,0,50,30
26/09/2021,2021,Juventude,Santos,2.91,2.9,2.66,3.0,0.0,H,0,1,3,4,0,0,36,27,0,1,2,3,0,0,36,27
26/09/2021,2021,Internacional,Bahia,1.74,3.59,4.77,2.0,0.0,H,2,0,5,2,1,0,33,33,0,2,0,4,0,2,33,33
26/09/2021,2021,Fluminense,Bragantino,1.74,3.45,5.07,2.0,1.0,H,2,0,5,2,1,0,40,40,1,0,3,1,1,0,40,40
26/09/2021,2021,America MG,Flamengo RJ,3.74,3.39,2.0,1.0,1.0,D,2,1,4,2,2,1,36,27,2,0,8,2,2,0,36,27
26/09/2021,2021,Sao Paulo,Atletico-MG,3.38,3.05,2.29,0.0,0.0,D,2,0,4,2,0,0,30,50,1,0,4,2,1,0,30,50
25/09/2021,2021,Corinthians,Palmeiras,3.15,2.94,2.48,2.0,1.0,H,1,0,5,3,1,0,20,40,1,1,2,2,1,1,20,40
25/09/2021,2021,Ceara,Chapecoense-SC,1.79,3.37,4.88,1.0,0.0,H,0,0,1,1,0,0,50,40,1,0,3,2,0,0,50,40
23/09/2021,2021,Sao Paulo,America MG,2.02,3.26,3.81,0.0,0.0,D,2,0,4,2,0,0,33,44,0,0,3,3,0,0,33,44
21/09/2021,2021,Cuiaba,Fluminense,3.36,2.8,2.45,2.0,2.0,D,2,1,3,2,0,0,30,30,1,2,4,6,0,1,30,30
20/09/2021,2021,Flamengo RJ,Gremio,1.46,4.33,6.88,0.0,1.0,A,2,1,7,5,2,1,67,0,1,2,2,3,0,0,67,0
19/09/2021,2021,Corinthians,America MG,2.0,3.13,4.09,1.0,1.0,D,1,1,5,5,1,1,22,33,0,0,3,3,0,0,22,33
19/09/2021,2021,Sao Paulo,Atletico GO,1.57,3.83,6.24,2.0,1.0,H,1,1,2,2,0,0,25,50,2,0,3,1,0,0,25,50
19/09/2021,2021,Internacional,Fortaleza,2.0,3.34,3.78,1.0,0.0,H,2,0,5,2,1,0,25,38,1,1,6,7,0,1,25,38
19/09/2021,2021,Ceara,Santos,2.3,2.99,3.41,0.0,0.0,D,1,0,4,2,1,0,56,33,1,1,3,3,0,0,56,33
19/09/2021,2021,Bahia,Bragantino,2.33,3.2,3.11,1.0,1.0,D,1,2,5,5,1,0,40,10,1,1,2,1,1,0,40,10
18/09/2021,2021,Atletico-MG,Sport Recife,1.25,5.38,12.78,3.0,0.0,H,3,0,7,0,3,0,75,12,1,1,1,2,0,1,75,12
18/09/2021,2021,Athletico-PR,Juventude,2.07,3.03,3.96,2.0,1.0,H,0,2,1,3,0,0,44,33,1,0,4,3,0,0,44,33
18/09/2021,2021,Chapecoense-SC,Palmeiras,5.84,3.88,1.57,0.0,2.0,A,0,2,2,4,0,0,0,22,1,1,3,2,1,1,0,22
14/09/2021,2021,Sport Recife,Internacional,3.69,3.02,2.16,0.0,1.0,A,0,1,0,1,0,0,11,44,1,0,6,2,1,0,11,44
13/09/2021,2021,Fluminense,Sao Paulo,3.21,2.91,2.44,2.0,1.0,H,1,0,4,2,1,0,33,44,2,0,4,2,0,0,33,44
12/09/2021,2021,Atletico GO,Corinthians,3.06,2.75,2.68,1.0,1.0,D,0,0,2,2,0,0,22,56,2,0,2,0,0,0,22,56
12/09/2021,2021,Palmeiras,Flamengo RJ,2.32,3.42,2.94,1.0,3.0,A,1,2,4,6,0,1,70,10,2,0,8,2,2,0,70,10
12/09/2021,2021,Fortaleza,Atletico-MG,3.23,3.05,2.36,0.0,2.0,A,1,0,2,1,0,0,67,33,1,0,4,3,0,0,67,33
12/09/2021,2021,Gremio,Ceara,2.11,3.07,3.77,2.0,0.0,H,2,1,4,2,1,0,22,44,0,2,1,5,0,2,22,44
12/09/2021,2021,Santos,Bahia,2.27,3.2,3.22,0.0,0.0,D,0,1,2,6,0,1,40,40,0,2,1,5,0,2,40,40
11/09/2021,2021,Bragantino,Chapecoense-SC,1.58,3.85,5.94,1.0,2.0,A,1,1,3,3,0,0,22,67,0,1,2,3,0,0,22,67
11/09/2021,2021,Juventude,Cuiaba,2.41,2.8,3.45,1.0,2.0,A,0,1,3,4,0,0,40,30,1,0,2,0,1,0,40,30
11/09/2021,2021,America MG,Athletico-PR,2.41,3.09,3.07,2.0,0.0,H,2,1,3,2,1,1,30,30,0,3,1,5,0,1,30,30
08/09/2021,2021,Corinthians,Juventude,1.63,3.29,6.94,1.0,1.0,D,1,2,5,6,1,1,25,25,1,1,3,3,0,0,25,25
08/09/2021,2021,Chapecoense-SC,Fluminense,4.16,3.08,2.0,1.0,2.0,A,0,2,3,5,0,0,0,25,0,3,2,6,0,1,0,25
05/09/2021,2021,Athletico-PR,Sport Recife,1.65,3.52,5.71,0.0,0.0,D,1,2,3,4,0,0,50,25,2,1,2,2,0,1,50,25
05/09/2021,2021,Cuiaba,Santos,2.6,2.96,2.92,2.0,1.0,H,1,1,2,2,0,0,22,33,1,0,4,3,0,0,22,33
05/09/2021,2021,Bahia,Fortaleza,2.94,3.1,2.5,4.0,2.0,H,0,3,1,8,0,1,33,11,1,1,5,6,0,1,33,11
02/09/2021,2021,Fluminense,Juventude,1.87,3.08,4.9,1.0,1.0,D,1,1,3,2,1,0,38,38,1,2,2,3,0,0,38,38
31/08/2021,2021,Fortaleza,Cuiaba,1.61,3.61,6.12,0.0,0.0,D,2,0,3,1,0,0,75,25,2,0,5,2,1,0,75,25
30/08/2021,2021,Fluminense,Bahia,2.1,3.14,3.71,2.0,0.0,H,0,1,1,2,0,0,29,43,0,2,1,6,0,2,29,43
30/08/2021,2021,Bragantino,Atletico-MG,3.59,3.29,2.09,1.0,1.0,D,1,1,4,4,0,0,25,62,2,0,5,3,0,0,25,62
29/08/2021,2021,Atletico GO,Internacional,3.68,3.27,2.06,0.0,0.0,D,0,1,2,5,0,1,25,50,1,1,7,4,1,0,25,50
29/08/2021,2021,Juventude,Sao Paulo,4.39,2.97,2.01,1.0,1.0,D,1,1,3,3,0,0,44,22,2,1,4,6,0,1,44,22
29/08/2021,2021,America MG,Ceara,2.52,2.92,3.07,2.0,0.0,H,1,2,1,3,0,1,22,33,0,1,3,5,0,1,22,33
29/08/2021,2021,Palmeiras,Athletico-PR,1.64,3.83,5.27,2.0,1.0,H,1,2,3,5,0,1,67,11,0,3,0,4,0,1,67,11
29/08/2021,2021,Gremio,Corinthians,2.23,2.9,3.67,0.0,1.0,A,2,0,5,2,1,0,25,50,2,0,3,1,0,0,25,50
28/08/2021,2021,Santos,Flamengo RJ,5.79,4.45,1.5,0.0,4.0,A,0,1,2,3,0,0,44,44,2,0,9,2,2,0,44,44
28/08/2021,2021,Sport Recife,Chapecoense-SC,1.98,3.14,4.19,0.0,0.0,D,0,1,0,1,0,0,12,38,0,2,2,4,0,0,12,38
24/08/2021,2021,Fluminense,Atletico-MG,4.21,3.19,1.96,1.0,1.0,D,0,2,1,5,0,1,33,33,3,0,5,2,0,0,33,33
24/08/2021,2021,America MG,Bragantino,3.02,3.19,2.38,0.0,2.0,A,1,2,1,2,0,0,25,38,0,1,2,3,0,0,25,38
23/08/2021,2021,Sport Recife,Sao Paulo,4.59,3.16,1.88,0.0,1.0,A,0,1,1,2,0,0,14,43,2,1,5,6,1,1,14,43
22/08/2021,2021,Santos,Internacional,3.39,3.11,2.24,2.0,2.0,D,1,1,2,2,0,0,50,38,1,1,5,2,1,0,50,38
22/08/2021,2021,Ceara,Flamengo RJ,4.3,3.56,1.81,1.0,1.0,D,2,0,4,1,1,0,62,25,2,1,9,3,2,0,62,25
22/08/2021,2021,Athletico-PR,Corinthians,2.47,2.98,3.09,0.0,1.0,A,1,1,5,5,0,0,57,29,1,1,2,2,0,0,57,29
22/08/2021,2021,Palmeiras,Cuiaba,1.45,4.1,7.58,0.0,2.0,A,2,1,6,5,0,0,75,12,1,0,4,3,0,0,75,12
22/08/2021,2021,Juventude,Fortaleza,3.75,2.96,2.17,1.0,1.0,D,1,1,3,3,0,0,50,12,2,1,5,5,0,1,50,12
21/08/2021,2021,Gremio,Bahia,1.92,3.29,4.14,2.0,0.0,H,1,0,3,2,0,0,14,57,0,2,1,5,0,1,14,57
21/08/2021,2021,Atletico GO,Chapecoense-SC,1.84,3.26,4.67,1.0,1.0,D,0,1,2,5,0,1,29,43,0,3,2,5,0,0,29,43
18/08/2021,2021,Cuiaba,Gremio,3.31,3.0,2.32,0.0,1.0,A,1,1,3,3,0,0,25,38,1,2,2,3,0,0,25,38
17/08/2021,2021,Chapecoense-SC,America MG,3.49,3.17,2.14,1.0,1.0,D,0,3,2,5,0,0,0,14,0,1,2,6,0,1,0,14
16/08/2021,2021,Internacional,Fluminense,1.93,3.15,4.35,4.0,2.0,H,1,1,1,2,0,1,14,43,1,2,2,3,0,0,14,43
15/08/2021,2021,Fortaleza,Santos,1.8,3.45,4.53,1.0,1.0,D,3,0,6,0,1,0,86,14,1,1,5,5,0,0,86,14
15/08/2021,2021,Cuiaba,Athletico-PR,2.18,3.03,3.57,1.0,0.0,H,1,1,4,4,0,0,14,43,0,3,1,5,0,1,14,43
15/08/2021,2021,Bahia,Atletico GO,2.04,3.21,3.77,1.0,2.0,A,1,2,1,6,0,1,38,12,1,1,2,2,0,0,38,12
15/08/2021,2021,Flamengo RJ,Sport Recife,1.3,5.3,9.16,2.0,0.0,H,2,1,7,6,1,1,62,0,2,0,3,1,0,0,62,0
15/08/2021,2021,Corinthians,Ceara,2.24,2.9,3.6,3.0,1.0,H,0,2,3,6,0,1,14,29,0,0,2,2,0,0,14,29
15/08/2021,2021,Sao Paulo,Gremio,2.36,2.87,3.39,2.0,1.0,H,1,1,1,1,0,0,14,57,1,2,1,3,0,1,14,57
14/08/2021,2021,Atletico-MG,Palmeiras,2.06,3.22,3.69,2.0,0.0,H,3,0,7,1,2,0,71,14,2,0,4,0,1,0,71,14
14/08/2021,2021,Bragantino,Juventude,1.9,3.17,4.44,1.0,2.0,A,1,0,4,3,0,0,29,71,0,3,0,4,0,1,29,71
10/08/2021,2021,Gremio,Chapecoense-SC,1.47,3.92,7.78,2.0,1.0,H,0,1,1,2,0,0,0,67,0,3,3,6,0,0,0,67
08/08/2021,2021,Flamengo RJ,Internacional,1.46,4.28,6.96,0.0,4.0,A,2,1,7,3,1,0,71,0,0,1,2,3,0,0,71,0
08/08/2021,2021,Ceara,Atletico GO,1.77,3.39,4.87,0.0,0.0,D,3,0,6,1,2,0,71,14,1,1,3,3,0,0,71,14
08/08/2021,2021,Santos,Corinthians,2.67,2.91,2.91,0.0,0.0,D,1,1,2,2,0,0,57,29,2,1,3,2,0,0,57,29
08/08/2021,2021,Juventude,Atletico-MG,4.11,2.99,2.06,1.0,2.0,A,2,0,4,1,1,0,57,14,3,0,4,1,0,0,57,14
08/08/2021,2021,America MG,Fluminense,2.86,2.89,2.71,1.0,0.0,H,1,2,2,2,1,0,14,43,2,1,3,2,0,0,14,43
08/08/2021,2021,Palmeiras,Fortaleza,1.72,3.45,5.23,2.0,3.0,A,3,0,6,2,1,0,86,14,1,2,3,5,0,1,86,14
08/08/2021,2021,Cuiaba,Bahia,2.45,3.0,3.11,1.0,1.0,D,1,1,5,5,0,0,17,33,1,2,2,4,1,1,17,33
07/08/2021,2021,Athletico-PR,Sao Paulo,2.82,2.97,2.69,1.0,2.0,A,2,0,6,4,0,0,67,33,1,1,3,5,1,1,67,33
06/08/2021,2021,Sport Recife,Bragantino,3.45,2.93,2.33,0.0,0.0,D,0,2,1,3,0,0,17,33,1,1,4,4,0,0,17,33
02/08/2021,2021,Ceara,Fortaleza,3.28,2.85,2.45,3.0,1.0,H,2,0,4,1,1,0,67,17,1,1,2,2,0,0,67,17
02/08/2021,2021,Atletico GO,America MG,2.5,2.99,3.05,1.0,1.0,D,0,2,1,5,0,1,33,33,1,1,5,8,0,1,33,33
01/08/2021,2021,Chapecoense-SC,Santos,3.55,3.23,2.12,0.0,1.0,A,0,3,2,6,0,1,0,17,0,2,4,7,0,1,0,17
01/08/2021,2021,Bahia,Sport Recife,1.85,3.32,4.53,0.0,1.0,A,1,2,4,9,0,1,43,14,1,0,2,1,0,0,43,14
01/08/2021,2021,Corinthians,Flamengo RJ,4.87,3.67,1.71,1.0,3.0,A,0,1,2,3,0,0,17,33,2,1,8,2,2,0,17,33
01/08/2021,2021,Atletico-MG,Athletico-PR,1.68,3.57,5.39,2.0,0.0,H,3,0,9,2,2,0,67,17,1,2,5,4,1,0,67,17
01/08/2021,2021,Bragantino,Gremio,2.02,3.24,3.88,1.0,0.0,H,0,0,3,3,0,0,17,83,1,2,1,4,0,2,17,83
01/08/2021,2021,Internacional,Cuiaba,1.7,3.35,5.66,0.0,0.0,D,1,2,2,4,0,1,17,33,1,0,4,3,0,0,17,33
31/07/2021,2021,Sao Paulo,Palmeiras,2.86,2.93,2.69,0.0,0.0,D,1,2,2,3,0,0,17,50,3,0,6,1,1,0,17,50
27/07/2021,2021,Cuiaba,Corinthians,3.09,2.77,2.65,1.0,2.0,A,1,1,4,4,0,0,20,40,1,1,2,2,0,0,20,40
26/07/2021,2021,Juventude,Chapecoense-SC,2.2,2.92,3.78,1.0,0.0,H,2,0,4,1,1,0,50,17,0,2,5,7,0,0,50,17
26/07/2021,2021,Sport Recife,Ceara,3.43,2.87,2.36,0.0,0.0,D,0,2,1,3,0,0,20,20,0,0,2,2,0,0,20,20
25/07/2021,2021,Santos,Atletico GO,1.8,3.33,4.83,0.0,1.0,A,2,0,4,1,1,0,67,33,1,1,3,3,0,0,67,33
25/07/2021,2021,Athletico-PR,Internacional,2.46,3.05,3.02,2.0,1.0,H,1,0,6,5,0,0,60,40,0,0,2,2,0,0,60,40
25/07/2021,2021,Fortaleza,Bragantino,2.69,3.04,2.76,1.0,0.0,H,3,0,8,2,1,0,83,17,2,0,5,3,0,0,83,17
25/07/2021,2021,Flamengo RJ,Sao Paulo,1.61,3.81,5.59,5.0,1.0,H,2,1,4,3,0,0,67,0,1,0,3,1,1,0,67,0
25/07/2021,2021,Atletico-MG,Bahia,1.64,3.78,5.36,3.0,0.0,H,2,0,7,3,1,0,60,20,1,2,4,4,1,0,60,20
24/07/2021,2021,Palmeiras,Fluminense,1.58,3.68,6.32,1.0,0.0,H,3,0,8,4,1,0,83,17,2,1,3,2,0,0,83,17
24/07/2021,2021,Gremio,America MG,1.92,3.26,4.28,1.0,1.0,D,0,1,0,1,0,0,0,60,1,2,5,9,0,1,0,60
21/07/2021,2021,Cuiaba,Atletico GO,2.53,2.9,3.09,2.0,1.0,H,0,2,2,5,0,1,0,50,1,1,3,5,0,1,0,50
20/07/2021,2021,America MG,Sport Recife,1.75,3.28,5.43,0.0,1.0,A,1,1,3,2,1,0,17,50,0,1,2,3,0,0,17,50
19/07/2021,2021,Internacional,Juventude,1.72,3.33,5.53,1.0,0.0,H,0,2,2,5,0,1,0,40,0,2,1,4,0,1,0,40
19/07/2021,2021,Bragantino,Santos,1.86,3.49,4.18,2.0,2.0,D,1,0,4,2,1,0,20,80,0,2,4,7,0,1,20,80
18/07/2021,2021,Bahia,Flamengo RJ,5.08,3.84,1.65,0.0,5.0,A,2,1,6,5,0,0,50,17,1,2,3,3,1,0,50,17
18/07/2021,2021,Atletico GO,Palmeiras,4.11,3.32,1.93,0.0,3.0,A,1,1,2,2,0,0,40,40,2,1,4,4,0,1,40,40
18/07/2021,2021,Chapecoense-SC,Cuiaba,2.54,2.91,3.06,2.0,3.0,A,0,3,1,5,0,1,0,20,0,0,3,3,0,0,0,20
18/07/2021,2021,Fluminense,Gremio,2.62,2.96,2.92,0.0,1.0,A,0,1,2,5,0,1,40,40,0,3,0,5,0,2,40,40
17/07/2021,2021,Corinthians,Atletico-MG,2.67,2.94,2.88,1.0,2.0,A,1,0,3,2,0,0,20,40,2,1,2,2,0,1,20,40
17/07/2021,2021,Sao Paulo,Fortaleza,2.12,3.0,3.84,0.0,1.0,A,1,1,4,4,0,0,20,60,0,2,2,4,0,0,20,60
17/07/2021,2021,Ceara,Athletico-PR,2.04,3.18,3.9,1.0,0.0,H,2,0,5,2,1,0,60,20,1,2,6,5,1,0,60,20
12/07/2021,2021,Fortaleza,Corinthians,2.32,2.95,3.41,1.0,0.0,H,2,0,8,3,1,0,80,20,1,0,2,1,0,0,80,20
11/07/2021,2021,Flamengo RJ,Chapecoense-SC,1.2,6.41,15.15,2.0,1.0,H,1,2,4,5,0,0,60,0,0,1,5,6,0,0,60,0
11/07/2021,2021,Cuiaba,Ceara,2.87,2.83,2.79,2.0,2.0,D,0,2,2,5,0,1,0,33,0,0,1,1,0,0,0,33
11/07/2021,2021,Juventude,Atletico GO,2.55,2.85,3.15,1.0,1.0,D,3,0,4,0,1,0,60,0,1,2,3,6,0,1,60,0
10/07/2021,2021,Sport Recife,Fluminense,2.75,2.83,2.9,1.0,2.0,A,1,1,1,1,0,0,25,25,1,1,2,2,0,0,25,25
10/07/2021,2021,Sao Paulo,Bahia,1.9,3.31,4.28,1.0,0.0,H,0,1,4,5,0,0,0,75,2,1,6,4,1,0,0,75
10/07/2021,2021,America MG,Atletico-MG,4.01,3.23,1.99,0.0,1.0,A,1,0,4,2,1,0,20,60,1,2,2,4,0,1,20,60
10/07/2021,2021,Athletico-PR,Bragantino,2.55,3.18,2.83,2.0,2.0,D,2,0,6,4,0,0,75,25,3,0,6,3,0,0,75,25
10/07/2021,2021,Palmeiras,Santos,1.53,4.0,6.46,3.0,2.0,H,3,0,7,3,1,0,80,20,0,2,2,5,0,1,80,20
10/07/2021,2021,Gremio,Internacional,2.32,3.03,3.34,0.0,0.0,D,0,1,2,3,0,0,0,50,1,0,4,3,0,0,0,50
09/07/2021,2021,Chapecoense-SC,Corinthians,4.23,3.1,1.98,0.0,1.0,A,0,2,1,4,0,1,0,25,0,0,2,2,0,0,0,25
08/07/2021,2021,Internacional,Sao Paulo,2.78,3.0,2.7,0.0,2.0,A,0,2,2,4,0,0,0,50,0,1,1,3,0,1,0,50
08/07/2021,2021,Fluminense,Ceara,2.24,2.95,3.57,0.0,0.0,D,1,1,3,5,0,1,50,25,0,0,1,1,0,0,50,25
07/07/2021,2021,Atletico GO,Sport Recife,1.92,3.1,4.59,1.0,1.0,D,1,1,1,1,0,0,50,25,0,2,1,3,0,0,50,25
07/07/2021,2021,Palmeiras,Gremio,1.99,3.33,3.87,2.0,0.0,H,2,0,6,4,0,0,75,25,0,3,2,6,0,1,75,25
07/07/2021,2021,Fortaleza,America MG,1.83,3.35,4.54,4.0,0.0,H,2,0,5,3,0,0,75,25,1,2,5,7,0,1,75,25
07/07/2021,2021,Bragantino,Cuiaba,1.62,3.63,5.84,1.0,1.0,D,1,0,5,3,1,0,25,75,0,0,2,2,0,0,25,75
07/07/2021,2021,Bahia,Juventude,1.74,3.42,5.05,1.0,0.0,H,1,1,5,5,0,0,40,20,0,1,1,3,0,1,40,20
06/07/2021,2021,Santos,Athletico-PR,2.62,3.0,2.85,2.0,1.0,H,2,0,4,0,2,0,60,40,2,1,6,3,1,0,60,40
05/07/2021,2021,Gremio,Atletico GO,1.53,3.96,6.41,0.0,1.0,A,0,1,2,3,0,0,0,67,1,2,3,6,0,1,0,67
04/07/2021,2021,Sao Paulo,Bragantino,2.27,3.05,3.39,1.0,2.0,A,0,0,3,3,0,0,0,100,3,0,6,3,0,0,0,100
04/07/2021,2021,Ceara,Juventude,1.89,3.21,4.54,2.0,0.0,H,1,1,4,4,0,0,50,25,0,0,3,3,0,0,50,25
04/07/2021,2021,Sport Recife,Palmeiras,4.31,3.37,1.87,0.0,1.0,A,1,1,1,1,0,0,33,33,2,1,6,4,1,1,33,33
04/07/2021,2021,Flamengo RJ,Fluminense,1.75,3.44,4.96,0.0,1.0,A,2,1,6,4,1,0,75,0,0,1,3,4,0,0,75,0
04/07/2021,2021,Chapecoense-SC,Bahia,3.17,3.2,2.3,0.0,2.0,A,0,2,1,5,0,1,0,33,1,1,7,7,0,0,0,33
04/07/2021,2021,Corinthians,Internacional,2.44,2.93,3.22,1.0,1.0,D,1,1,3,3,0,0,25,25,2,0,4,2,0,0,25,25
03/07/2021,2021,Athletico-PR,Fortaleza,2.09,3.09,3.84,2.0,1.0,H,2,0,5,3,0,0,67,33,0,1,1,2,0,0,67,33
03/07/2021,2021,America MG,Santos,2.21,3.09,3.47,2.0,0.0,H,0,0,2,2,0,0,0,75,0,2,2,6,0,1,0,75
01/07/2021,2021,Bragantino,Ceara,1.62,3.79,5.47,0.0,0.0,D,1,0,8,6,1,0,33,67,0,1,2,4,0,1,33,67
01/07/2021,2021,Corinthians,Sao Paulo,3.12,2.83,2.57,0.0,0.0,D,1,2,3,4,0,0,33,0,0,2,1,4,0,1,33,0
01/07/2021,2021,Santos,Sport Recife,1.67,3.36,5.89,0.0,0.0,D,2,0,4,0,2,0,75,25,0,3,1,4,0,0,75,25
30/06/2021,2021,Internacional,Palmeiras,2.58,3.1,2.84,1.0,2.0,A,0,1,3,4,0,0,0,67,1,2,4,4,1,1,0,67
30/06/2021,2021,Bahia,America MG,2.12,3.11,3.69,3.0,4.0,A,1,1,2,2,0,0,50,25,0,3,1,5,0,1,50,25
30/06/2021,2021,Fortaleza,Chapecoense-SC,1.5,3.99,6.78,3.0,2.0,H,2,0,7,2,1,0,67,33,0,0,4,4,0,0,67,33
30/06/2021,2021,Fluminense,Athletico-PR,2.44,2.9,3.22,1.0,4.0,A,2,0,3,1,0,0,67,33,2,1,5,2,1,0,67,33
29/06/2021,2021,Atletico GO,Bragantino,3.33,3.21,2.21,0.0,1.0,A,2,0,3,0,1,0,67,33,3,0,8,3,1,0,67,33
28/06/2021,2021,Santos,Atletico-MG,2.86,3.13,2.53,2.0,0.0,H,2,0,5,1,2,0,67,33,2,1,3,2,0,0,67,33
28/06/2021,2021,Ceara,Sao Paulo,2.72,3.04,2.72,1.0,1.0,D,2,1,6,5,0,0,67,0,0,3,0,5,0,2,67,0
28/06/2021,2021,America MG,Internacional,2.75,2.93,2.79,1.0,1.0,D,0,1,1,2,0,0,0,67,2,1,4,6,0,1,0,67
26/02/2021,2020,Vasco,Goias,1.82,3.56,4.25,3.0,2.0,H,1,1,3,4,0,1,33,28,1,1,7,9,0,1,33,28
26/02/2021,2020,Sao Paulo,Flamengo RJ,4.71,4.02,1.67,2.0,1.0,H,0,0,3,3,0,0,50,39,2,0,8,3,2,0,50,39
26/02/2021,2020,Internacional,Corinthians,1.45,4.19,7.2,0.0,0.0,D,2,1,5,4,0,0,67,22,0,3,2,5,0,0,67,22
26/02/2021,2020,Fluminense,Fortaleza,1.74,3.38,5.09,2.0,0.0,H,2,0,5,0,2,0,56,28,0,3,0,7,0,3,56,28
26/02/2021,2020,Ceara,Botafogo RJ,1.81,3.81,4.02,2.0,1.0,H,1,2,3,6,0,2,33,28,0,2,1,5,0,2,33,28
26/02/2021,2020,Bragantino,Gremio,1.7,3.79,4.74,1.0,0.0,H,2,0,7,2,2,0,50,28,1,1,7,5,1,0,50,28
26/02/2021,2020,Bahia,Santos,1.53,4.02,6.2,2.0,0.0,H,1,1,5,5,0,0,44,11,0,1,4,6,0,1,44,11
26/02/2021,2020,Atletico-MG,Palmeiras,1.5,4.38,5.93,2.0,0.0,H,2,0,5,1,2,0,72,22,0,2,2,4,0,0,72,22
26/02/2021,2020,Atletico GO,Coritiba,1.61,3.82,5.52,3.0,1.0,H,2,0,5,2,1,0,28,50,0,2,2,6,0,2,28,50
26/02/2021,2020,Athletico-PR,Sport Recife,1.81,3.48,4.42,2.0,0.0,H,2,0,4,2,0,0,44,28,2,1,3,4,0,1,44,28
22/02/2021,2020,Botafogo RJ,Sao Paulo,7.87,4.84,1.37,1.0,0.0,H,0,3,3,9,0,2,11,28,1,1,4,4,0,0,11,28
22/02/2021,2020,Palmeiras,Atletico GO,1.57,3.93,5.66,1.0,1.0,D,1,0,5,2,1,0,50,39,1,2,4,5,1,1,50,39
21/02/2021,2020,Goias,Bragantino,4.27,3.81,1.75,0.0,0.0,D,2,1,3,4,1,1,33,22,1,1,3,2,1,0,33,22
21/02/2021,2020,Santos,Fluminense,2.36,3.08,3.15,1.0,1.0,D,2,1,6,4,1,0,50,33,2,0,7,4,1,0,50,33
21/02/2021,2020,Gremio,Athletico-PR,1.9,3.25,4.29,1.0,0.0,H,0,2,6,9,0,1,50,33,1,1,5,4,1,0,50,33
21/02/2021,2020,Sport Recife,Atletico-MG,5.47,3.74,1.62,2.0,3.0,A,1,1,2,3,1,1,44,11,0,2,2,4,0,0,44,11
21/02/2021,2020,Flamengo RJ,Internacional,1.58,3.95,5.66,2.0,1.0,H,3,0,6,1,2,0,56,22,2,0,7,1,2,0,56,22
21/02/2021,2020,Corinthians,Vasco,1.83,3.49,4.24,0.0,0.0,D,1,1,5,6,0,1,44,33,0,2,1,6,0,2,44,33
21/02/2021,2020,Fortaleza,Bahia,2.21,3.06,3.48,0.0,4.0,A,3,0,8,1,3,0,44,33,0,1,1,3,0,1,44,33
20/02/2021,2020,Coritiba,Ceara,3.47,3.27,2.11,0.0,2.0,A,1,0,5,4,0,0,22,33,1,1,6,3,1,0,22,33
20/02/2021,2020,Sao Paulo,Palmeiras,2.17,3.12,3.48,1.0,1.0,D,0,1,3,7,0,1,53,35,0,3,1,5,0,1,53,35
17/02/2021,2020,Coritiba,Palmeiras,5.1,3.56,1.69,1.0,0.0,H,0,0,4,4,0,0,18,35,1,2,2,4,0,1,18,35
17/02/2021,2020,Santos,Corinthians,2.29,3.18,3.17,1.0,0.0,H,2,1,7,5,1,0,47,35,0,3,2,8,0,1,47,35
15/02/2021,2020,Sport Recife,Bragantino,4.37,3.59,1.79,0.0,0.0,D,1,2,2,4,1,1,47,6,2,1,5,3,1,0,47,6
15/02/2021,2020,Ceara,Fluminense,2.45,3.1,2.98,1.0,3.0,A,1,2,3,5,0,1,35,29,1,1,4,8,0,1,35,29
14/02/2021,2020,Gremio,Sao Paulo,2.2,3.27,3.28,1.0,2.0,A,0,1,6,8,0,1,53,35,0,2,4,7,0,1,53,35
14/02/2021,2020,Palmeiras,Fortaleza,2.09,3.17,3.67,3.0,0.0,H,1,0,6,2,1,0,47,41,0,3,2,8,0,3,47,41
14/02/2021,2020,Athletico-PR,Atletico GO,1.87,3.37,4.23,2.0,1.0,H,1,0,3,2,0,0,41,29,1,2,4,6,1,2,41,29
14/02/2021,2020,Vasco,Internacional,3.29,2.98,2.35,0.0,2.0,A,1,1,3,3,0,0,35,29,2,0,7,1,2,0,35,29
