Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
12/09/2021,2021,Gent,Charleroi,1.55,4.2,5.25,2,3,A,2,0,10,3,2,0,67,33,1,0,6,3,1,0,67,33
11/09/2021,2021,Waregem,Cercle Brugge,2.4,3.4,2.87,2,4,A,0,2,3,8,0,1,0,33,1,1,3,3,0,0,0,33
11/09/2021,2021,Eupen,Antwerp,2.7,3.4,2.5,0,1,A,1,1,4,4,0,0,33,33,1,1,8,6,1,0,33,33
10/09/2021,2021,Club Brugge,Oostende,1.33,5.25,7.5,3,0,H,1,0,6,5,0,0,33,67,2,1,7,6,0,0,33,67
18/04/2021,2020,Waregem,Gent,4.75,3.6,1.72,2,7,A,3,0,7,4,0,0,38,12,0,1,2,3,0,0,38,12
18/04/2021,2020,Standard,Beerschot VA,1.6,4.0,5.25,3,0,H,1,1,4,5,0,1,38,44,2,1,5,4,0,0,38,44
18/04/2021,2020,St Truiden,Anderlecht,5.5,3.4,1.57,0,1,A,1,2,3,5,0,1,38,19,2,0,7,2,2,0,38,19
18/04/2021,2020,Oud-Heverlee Leuven,Waasland-Beveren,1.83,4.0,3.75,1,2,A,2,1,7,4,2,0,50,12,1,2,4,5,1,1,50,12
18/04/2021,2020,Oostende,Cercle Brugge,1.55,4.0,6.0,1,1,D,2,1,5,3,2,1,56,25,1,2,2,4,0,1,56,25
18/04/2021,2020,Kortrijk,Mechelen,3.75,3.6,1.85,1,4,A,0,3,3,7,0,1,31,12,0,2,2,5,0,1,31,12
18/04/2021,2020,Club Brugge,Mouscron,1.2,6.5,12.0,4,2,H,2,1,6,2,2,1,69,6,0,1,3,7,0,1,69,6
17/04/2021,2020,Antwerp,Genk,2.8,3.5,2.37,3,2,H,1,1,5,6,1,1,50,25,2,1,6,6,0,1,50,25
17/04/2021,2020,Charleroi,Eupen,2.25,3.3,2.87,2,3,A,0,0,2,2,0,0,31,38,1,2,3,3,1,0,31,38
12/04/2021,2020,Mouscron,Antwerp,3.5,3.75,1.95,2,3,A,1,2,2,3,0,0,25,31,1,1,3,3,1,1,25,31
11/04/2021,2020,Beerschot VA,Oostende,3.1,3.5,2.2,1,2,A,1,1,5,5,0,0,44,25,1,1,2,2,0,0,44,25
11/04/2021,2020,Anderlecht,Club Brugge,3.5,3.25,2.15,2,1,H,1,1,5,4,1,1,50,44,2,0,7,2,1,0,50,44
11/04/2021,2020,Waasland-Beveren,Kortrijk,3.4,3.8,2.0,3,4,A,0,2,4,7,0,1,19,12,1,2,4,6,1,2,19,12
11/04/2021,2020,Genk,St Truiden,1.55,4.2,5.5,4,0,H,1,1,5,4,1,0,50,31,1,0,4,2,1,0,50,31
10/04/2021,2020,Gent,Charleroi,1.66,4.0,4.75,4,0,H,2,1,2,4,0,1,44,19,1,1,5,4,1,0,44,19
10/04/2021,2020,Mechelen,Waregem,1.75,4.2,4.0,4,2,H,0,0,3,3,0,0,25,31,1,2,3,8,0,2,25,31
10/04/2021,2020,Cercle Brugge,Oud-Heverlee Leuven,2.0,3.75,3.4,3,0,H,2,0,4,1,1,0,31,6,0,1,5,8,0,1,31,6
09/04/2021,2020,Eupen,Standard,3.5,3.4,2.05,0,4,A,1,0,6,4,1,0,31,38,0,2,4,6,0,0,31,38
07/04/2021,2020,Beerschot VA,Charleroi,2.8,3.5,2.37,2,1,H,0,2,4,6,0,0,40,27,1,1,6,5,1,0,40,27
06/04/2021,2020,Waasland-Beveren,St Truiden,3.1,3.5,2.2,2,4,A,1,1,3,3,0,0,20,13,0,1,1,3,0,1,20,13
05/04/2021,2020,Antwerp,Anderlecht,3.0,3.2,2.45,1,4,A,2,0,7,4,1,0,53,27,2,0,5,2,1,0,53,27
05/04/2021,2020,Waregem,Eupen,2.3,3.4,2.9,2,1,H,2,1,5,6,0,1,33,13,1,1,4,3,1,0,33,13
05/04/2021,2020,Oud-Heverlee Leuven,Genk,3.75,3.5,1.95,2,3,A,2,1,5,2,2,0,53,13,1,1,3,4,0,1,53,13
04/04/2021,2020,Charleroi,Mouscron,1.8,3.6,4.5,1,1,D,0,1,2,3,0,0,33,33,0,1,3,7,0,1,33,33
04/04/2021,2020,Standard,Gent,2.55,3.4,2.62,2,1,H,0,1,3,5,0,1,33,47,1,0,4,1,1,0,33,47
04/04/2021,2020,Cercle Brugge,Beerschot VA,1.95,3.6,3.6,2,1,H,1,1,2,1,1,0,27,7,3,0,5,2,0,0,27,7
03/04/2021,2020,Kortrijk,Club Brugge,6.5,4.2,1.5,1,2,A,0,3,3,7,0,1,33,13,2,0,7,1,2,0,33,13
03/04/2021,2020,St Truiden,Mechelen,2.9,3.4,2.4,2,1,H,1,2,4,4,1,1,33,20,1,1,3,4,0,1,33,20
03/04/2021,2020,Oostende,Waasland-Beveren,1.44,4.5,7.0,0,2,A,3,0,8,2,3,0,60,27,0,2,2,5,0,1,60,27
21/03/2021,2020,Gent,Cercle Brugge,2.05,3.75,3.2,1,0,H,2,1,5,4,1,1,40,20,1,2,2,6,0,2,40,20
21/03/2021,2020,Anderlecht,Waregem,1.57,4.0,5.75,4,1,H,0,1,1,3,0,1,47,47,2,1,4,5,0,1,47,47
21/03/2021,2020,Mechelen,Oud-Heverlee Leuven,1.8,3.75,4.33,2,2,D,1,0,4,1,1,0,27,27,0,1,4,7,0,1,27,27
21/03/2021,2020,Club Brugge,Antwerp,1.5,4.2,6.5,0,2,A,3,0,9,1,3,0,73,7,1,1,3,4,0,1,73,7
20/03/2021,2020,Eupen,Kortrijk,2.45,3.3,2.75,2,0,H,0,0,5,5,0,0,27,40,1,2,5,7,1,2,27,40
20/03/2021,2020,Mouscron,Oostende,3.6,3.3,2.05,0,1,A,1,2,2,5,0,1,27,33,0,2,2,4,0,0,27,33
19/03/2021,2020,Genk,Standard,2.05,3.4,3.5,2,2,D,1,2,4,4,1,0,53,27,0,3,3,7,0,1,53,27
15/03/2021,2020,Gent,Club Brugge,3.3,3.6,2.1,0,4,A,2,0,7,2,1,0,43,21,2,0,5,2,1,0,43,21
12/03/2021,2020,Charleroi,Club Brugge,6.5,4.0,1.5,1,1,D,0,1,2,3,0,0,36,29,3,0,7,1,2,0,36,29
08/03/2021,2020,Gent,Oostende,1.72,3.8,4.5,1,0,H,1,0,7,3,1,0,38,23,1,1,4,4,0,0,38,23
07/03/2021,2020,Genk,Cercle Brugge,1.7,3.8,4.33,2,0,H,1,2,5,6,0,0,50,29,2,1,4,5,0,1,50,29
07/03/2021,2020,Anderlecht,Mechelen,1.9,3.75,3.6,1,1,D,0,1,0,2,0,1,50,43,2,1,3,3,0,1,50,43
07/03/2021,2020,Club Brugge,Waregem,1.22,7.0,10.0,3,0,H,3,0,9,3,2,0,71,7,2,0,5,3,0,0,71,7
07/03/2021,2020,Mouscron,Standard,3.5,3.6,2.0,1,0,H,0,2,2,6,0,1,21,36,0,2,5,8,0,1,21,36
06/03/2021,2020,Antwerp,Kortrijk,1.9,3.6,3.6,4,2,H,1,1,4,4,0,0,50,29,2,1,6,3,2,1,50,29
06/03/2021,2020,Waasland-Beveren,Beerschot VA,3.0,3.6,2.15,1,2,A,1,1,2,3,0,1,21,14,3,0,6,1,1,0,21,14
06/03/2021,2020,Eupen,Oud-Heverlee Leuven,1.75,3.8,4.2,3,3,D,0,1,2,4,0,1,29,36,0,1,2,5,0,1,29,36
05/03/2021,2020,Charleroi,St Truiden,2.2,3.6,3.0,0,0,D,0,1,3,4,0,0,38,23,0,1,2,4,0,1,38,23
01/03/2021,2020,Oud-Heverlee Leuven,Antwerp,3.4,3.6,2.0,2,0,H,1,2,3,5,1,1,50,14,2,0,5,2,1,0,50,14
28/02/2021,2020,St Truiden,Eupen,2.15,3.6,3.0,0,2,A,1,2,4,4,1,1,36,21,0,2,2,6,0,1,36,21
28/02/2021,2020,Beerschot VA,Mouscron,2.05,3.6,3.3,2,2,D,0,2,2,4,0,0,43,21,1,1,3,5,1,1,43,21
28/02/2021,2020,Standard,Anderlecht,2.5,3.5,2.62,1,3,A,1,0,5,4,0,0,36,50,1,0,3,2,0,0,36,50
27/02/2021,2020,Kortrijk,Waregem,1.95,3.6,3.5,1,2,A,0,3,2,7,0,2,36,14,1,1,5,5,0,0,36,14
27/02/2021,2020,Oostende,Mechelen,2.37,3.6,2.7,2,0,H,2,0,8,4,2,0,57,29,3,0,6,3,0,0,57,29
27/02/2021,2020,Cercle Brugge,Waasland-Beveren,1.75,4.0,4.2,2,0,H,0,2,1,3,0,0,21,7,0,1,3,4,0,0,21,7
26/02/2021,2020,Charleroi,Genk,3.1,3.5,2.2,1,2,A,0,1,2,3,0,0,42,25,0,2,3,6,0,1,42,25
22/02/2021,2020,Club Brugge,Oud-Heverlee Leuven,1.2,7.0,11.0,3,0,H,3,0,8,4,1,0,69,8,1,0,5,4,0,0,69,8
21/02/2021,2020,Antwerp,St Truiden,1.7,4.0,4.33,0,0,D,2,1,5,4,0,0,54,23,1,1,4,4,1,1,54,23
21/02/2021,2020,Genk,Beerschot VA,1.61,4.33,4.75,1,2,A,1,1,5,5,0,0,54,31,2,1,5,3,1,1,54,31
21/02/2021,2020,Waregem,Standard,3.5,3.4,1.95,3,2,H,1,2,4,7,0,1,29,14,1,1,7,5,1,1,29,14
21/02/2021,2020,Anderlecht,Kortrijk,1.6,4.0,5.25,0,2,A,1,0,3,0,1,0,54,46,1,1,4,3,1,1,54,46
20/02/2021,2020,Waasland-Beveren,Charleroi,3.6,3.5,1.9,1,1,D,1,2,3,5,0,1,23,8,1,2,5,7,1,1,23,8
20/02/2021,2020,Mouscron,Cercle Brugge,2.37,3.5,2.8,1,2,A,0,1,2,5,0,1,23,38,1,2,2,5,0,1,23,38
20/02/2021,2020,Eupen,Oostende,2.7,3.5,2.45,1,1,D,1,1,4,4,1,1,31,31,1,2,4,5,0,0,31,31
19/02/2021,2020,Mechelen,Gent,3.4,3.6,2.05,1,1,D,1,1,3,4,1,1,29,21,1,0,4,1,1,0,29,21
17/02/2021,2020,Oostende,Genk,2.25,3.6,2.8,3,1,H,2,0,7,4,1,0,54,31,0,2,2,5,0,1,54,31
17/02/2021,2020,Waasland-Beveren,Eupen,4.0,3.8,1.83,1,0,H,0,3,3,10,0,2,17,8,0,1,3,6,0,1,17,8
15/02/2021,2020,Gent,Mouscron,1.5,4.2,6.5,4,0,H,0,1,3,4,0,0,33,25,1,1,3,2,1,0,33,25
14/02/2021,2020,Cercle Brugge,Anderlecht,3.8,3.6,1.9,0,0,D,0,3,1,4,0,0,23,0,1,1,3,4,0,1,23,0
14/02/2021,2020,Beerschot VA,Mechelen,3.1,3.5,2.25,1,2,A,0,2,1,5,0,1,46,23,3,0,5,2,0,0,46,23
14/02/2021,2020,Standard,Antwerp,2.05,3.5,3.6,1,1,D,2,0,7,4,1,0,38,46,3,0,5,1,1,0,38,46
13/02/2021,2020,St Truiden,Waregem,2.0,3.5,3.6,1,2,A,2,1,6,3,2,1,38,23,1,1,8,5,1,0,38,23
12/02/2021,2020,Oud-Heverlee Leuven,Kortrijk,2.9,3.4,2.37,3,1,H,1,2,1,4,0,1,46,15,1,1,4,2,1,0,46,15
07/02/2021,2020,Gent,Eupen,1.65,3.75,5.0,2,2,D,1,1,4,2,1,0,36,18,1,1,3,5,0,1,36,18
07/02/2021,2020,Genk,Anderlecht,2.3,3.4,3.0,1,2,A,1,0,5,4,0,0,58,33,0,2,1,4,0,1,58,33
07/02/2021,2020,Charleroi,Waregem,1.75,3.6,4.33,1,1,D,1,1,2,2,0,0,45,18,2,1,10,6,1,0,45,18
07/02/2021,2020,Beerschot VA,Antwerp,3.4,3.25,2.2,1,2,A,0,1,1,4,0,1,50,25,2,1,3,3,1,1,50,25
06/02/2021,2020,Standard,Oud-Heverlee Leuven,1.65,3.8,5.0,1,1,D,2,1,7,5,1,0,42,42,1,1,5,6,0,1,42,42
06/02/2021,2020,Waasland-Beveren,Club Brugge,13.0,7.5,1.16,0,2,A,0,3,3,11,0,2,18,9,3,0,7,2,1,0,18,9
06/02/2021,2020,Cercle Brugge,Mechelen,3.0,3.6,2.15,0,1,A,0,3,2,5,0,0,25,0,3,0,6,3,0,0,25,0
06/02/2021,2020,Oostende,St Truiden,2.0,3.2,3.8,3,1,H,1,0,5,4,0,0,50,33,2,0,5,2,1,0,50,33
05/02/2021,2020,Mouscron,Kortrijk,3.0,3.4,2.3,0,3,A,1,0,4,2,1,0,25,42,0,2,1,4,0,1,25,42
31/01/2021,2020,St Truiden,Cercle Brugge,2.0,3.5,3.5,3,0,H,1,2,4,5,1,1,33,25,1,1,3,3,0,0,33,25
31/01/2021,2020,Anderlecht,Gent,2.25,3.4,3.1,0,0,D,2,0,5,0,2,0,58,42,1,0,5,2,1,0,58,42
31/01/2021,2020,Waregem,Oostende,3.4,3.5,2.05,2,1,H,1,2,3,6,0,1,23,15,2,1,5,4,0,0,23,15
31/01/2021,2020,Club Brugge,Standard,1.55,3.8,6.5,3,1,H,3,0,8,3,1,0,67,8,2,0,7,2,1,0,67,8
30/01/2021,2020,Kortrijk,Charleroi,2.45,3.4,2.75,1,3,A,1,2,3,5,0,1,38,15,0,3,4,9,0,1,38,15
30/01/2021,2020,Oud-Heverlee Leuven,Beerschot VA,2.2,3.5,3.1,0,1,A,1,2,2,5,0,1,50,17,1,2,4,4,1,1,50,17
30/01/2021,2020,Eupen,Mouscron,2.05,3.3,3.5,1,1,D,2,1,5,3,2,1,33,25,1,2,3,3,1,0,33,25
30/01/2021,2020,Mechelen,Genk,2.55,3.4,2.62,0,0,D,2,1,6,4,2,1,31,15,0,3,3,7,0,1,31,15
29/01/2021,2020,Antwerp,Waasland-Beveren,1.5,4.5,6.0,3,2,H,2,1,4,3,0,0,50,25,0,1,2,4,0,1,50,25
28/01/2021,2020,Oostende,Standard,2.7,3.2,2.6,2,2,D,2,0,6,4,0,0,55,27,2,1,6,2,1,0,55,27
28/01/2021,2020,Cercle Brugge,Club Brugge,7.5,5.0,1.36,1,2,A,0,3,4,7,0,0,27,0,3,0,8,1,2,0,27,0
27/01/2021,2020,Gent,St Truiden,1.57,4.0,5.75,1,1,D,2,1,5,2,1,0,40,10,3,0,6,1,2,0,40,10
27/01/2021,2020,Charleroi,Oud-Heverlee Leuven,1.8,3.8,4.0,1,1,D,1,1,1,1,0,0,50,10,1,1,6,7,0,1,50,10
27/01/2021,2020,Genk,Waregem,1.5,4.5,5.75,3,2,H,1,0,4,2,1,0,55,36,3,0,9,3,1,0,55,36
27/01/2021,2020,Beerschot VA,Kortrijk,2.4,3.5,2.8,0,0,D,0,1,2,5,0,1,55,18,0,2,1,4,0,1,55,18
26/01/2021,2020,Mouscron,Anderlecht,5.0,3.8,1.7,1,1,D,1,0,5,3,1,0,27,36,0,3,0,4,0,1,27,36
26/01/2021,2020,Waasland-Beveren,Mechelen,4.75,4.33,1.6,2,3,A,1,2,3,8,1,2,20,10,2,0,5,3,0,0,20,10
26/01/2021,2020,Eupen,Antwerp,2.75,3.6,2.37,0,2,A,2,1,6,5,2,1,36,27,2,1,4,3,1,1,36,27
24/01/2021,2020,Oud-Heverlee Leuven,Gent,3.8,3.6,1.72,0,3,A,1,2,3,4,0,0,55,18,0,1,2,3,0,0,55,18
24/01/2021,2020,Standard,Charleroi,1.9,3.6,3.3,3,2,H,1,2,4,4,1,0,36,45,0,3,3,8,0,1,36,45
24/01/2021,2020,Waregem,Beerschot VA,1.95,3.6,3.1,0,3,A,2,1,4,3,0,0,25,17,0,3,1,6,0,2,25,17
24/01/2021,2020,Club Brugge,Genk,1.55,3.8,5.0,3,2,H,2,1,5,2,1,0,64,9,1,2,5,5,1,1,64,9
23/01/2021,2020,Antwerp,Oostende,2.0,3.75,3.4,1,2,A,2,1,3,2,0,0,55,27,1,2,4,5,0,0,55,27
23/01/2021,2020,St Truiden,Mouscron,1.9,3.6,3.25,0,2,A,2,1,5,3,1,0,36,27,1,2,2,3,0,0,36,27
23/01/2021,2020,Kortrijk,Cercle Brugge,2.0,3.75,3.0,1,2,A,2,1,3,3,0,1,42,17,0,2,1,3,0,0,42,17
23/01/2021,2020,Mechelen,Eupen,1.75,3.6,3.6,3,0,H,2,1,5,5,1,1,25,17,1,1,3,5,0,1,25,17
22/01/2021,2020,Anderlecht,Waasland-Beveren,1.28,4.5,11.0,0,0,D,3,0,7,1,2,0,64,36,0,1,3,5,0,1,64,36
21/01/2021,2020,Genk,Gent,2.05,3.75,3.3,1,1,D,2,0,7,3,2,0,60,30,1,1,2,2,0,0,60,30
21/01/2021,2020,Waregem,Oud-Heverlee Leuven,2.25,3.5,3.0,2,3,A,2,1,2,2,0,1,27,18,1,1,6,5,1,1,27,18
20/01/2021,2020,Club Brugge,Oostende,1.28,5.5,8.5,2,1,H,2,1,4,1,1,0,60,10,2,1,4,3,0,0,60,10
20/01/2021,2020,Antwerp,Cercle Brugge,1.5,4.33,5.75,1,0,H,1,2,2,4,0,1,50,30,0,2,2,4,0,0,50,30
20/01/2021,2020,Mechelen,Standard,2.25,3.75,2.8,0,4,A,2,1,5,4,1,1,27,18,1,2,3,4,0,0,27,18
20/01/2021,2020,Eupen,Beerschot VA,1.95,3.75,3.4,3,1,H,1,2,5,7,1,1,30,30,0,3,1,6,0,2,30,30
20/01/2021,2020,Kortrijk,St Truiden,2.15,3.5,3.1,0,2,A,3,0,5,2,0,0,45,18,2,1,4,2,1,0,45,18
19/01/2021,2020,Anderlecht,Charleroi,1.9,3.5,3.75,3,0,H,3,0,5,1,1,0,60,40,1,2,7,8,0,0,60,40
19/01/2021,2020,Mouscron,Waasland-Beveren,1.83,3.8,4.0,1,1,D,2,0,7,3,2,0,30,30,0,2,2,7,0,2,30,30
17/01/2021,2020,St Truiden,Oud-Heverlee Leuven,2.0,3.4,3.75,3,1,H,1,2,3,4,0,0,30,30,1,1,7,5,1,0,30,30
17/01/2021,2020,Beerschot VA,Club Brugge,6.5,4.75,1.45,0,3,A,0,1,2,3,0,0,60,20,3,0,7,1,2,0,60,20
17/01/2021,2020,Cercle Brugge,Standard,3.6,3.5,2.0,0,1,A,0,3,4,7,0,0,30,0,0,2,2,4,0,0,30,0
17/01/2021,2020,Gent,Antwerp,1.95,3.5,4.0,0,1,A,2,1,5,4,1,1,44,11,1,2,5,7,1,2,44,11
16/01/2021,2020,Charleroi,Mechelen,2.05,3.6,3.3,0,1,A,1,1,1,2,0,1,56,11,1,0,5,4,0,0,56,11
16/01/2021,2020,Waasland-Beveren,Waregem,2.7,3.6,2.37,1,5,A,2,1,4,3,2,1,22,11,3,0,7,2,1,0,22,11
16/01/2021,2020,Mouscron,Genk,4.75,3.75,1.7,2,0,H,2,0,8,5,1,0,22,33,1,2,5,4,1,0,22,33
16/01/2021,2020,Oostende,Kortrijk,2.15,3.6,3.1,2,1,H,2,0,6,4,0,0,50,30,0,2,0,3,0,1,50,30
15/01/2021,2020,Eupen,Anderlecht,4.0,3.75,1.9,2,0,H,0,2,4,8,0,1,22,33,0,2,2,4,0,0,22,33
13/01/2021,2020,Beerschot VA,Cercle Brugge,1.85,3.75,3.75,1,1,D,1,1,3,3,0,0,67,11,1,2,3,3,1,0,67,11
12/01/2021,2020,Oostende,Eupen,1.8,3.8,4.0,1,1,D,2,0,6,4,0,0,56,22,2,1,3,4,0,1,56,22
11/01/2021,2020,Standard,Waasland-Beveren,1.45,4.2,7.0,3,1,H,0,2,3,5,0,0,30,50,1,1,4,6,0,1,30,50
10/01/2021,2020,St Truiden,Club Brugge,6.0,4.2,1.53,1,2,A,1,1,3,3,0,0,33,33,2,0,5,0,2,0,33,33
10/01/2021,2020,Oud-Heverlee Leuven,Anderlecht,4.0,3.6,1.9,1,0,H,1,2,4,4,1,0,50,20,0,2,3,5,0,0,50,20
10/01/2021,2020,Beerschot VA,Gent,3.1,3.5,2.15,1,1,D,2,1,6,4,1,0,75,0,1,2,2,3,0,0,75,0
10/01/2021,2020,Mechelen,Antwerp,2.87,3.4,2.3,3,0,H,1,2,4,7,0,1,20,20,1,1,6,5,1,1,20,20
09/01/2021,2020,Oostende,Charleroi,2.75,3.4,2.45,3,2,H,1,1,4,5,0,1,50,25,2,1,7,6,0,0,50,25
09/01/2021,2020,Kortrijk,Genk,3.5,3.4,2.1,2,1,H,2,1,3,4,0,1,40,20,2,1,9,3,2,0,40,20
09/01/2021,2020,Cercle Brugge,Eupen,2.5,3.4,2.62,1,2,A,0,3,4,10,0,1,33,0,1,1,3,5,0,1,33,0
09/01/2021,2020,Waregem,Mouscron,1.85,3.75,3.8,1,0,H,1,1,3,4,0,1,20,20,1,2,2,4,0,1,20,20
06/01/2021,2020,Eupen,Genk,3.6,3.75,1.9,1,4,A,1,1,6,5,1,0,25,38,2,1,7,3,1,0,25,38
30/12/2020,2020,St Truiden,Beerschot VA,2.25,3.5,3.0,1,0,H,0,2,3,5,0,0,25,38,1,2,4,7,0,2,25,38
29/12/2020,2020,Eupen,Waregem,1.9,3.6,3.75,2,3,A,1,0,5,3,1,0,29,43,3,0,7,1,2,0,29,43
27/12/2020,2020,Mechelen,Mouscron,1.57,3.8,6.5,2,1,H,0,3,4,9,0,1,11,22,1,2,1,4,0,2,11,22
27/12/2020,2020,Anderlecht,Beerschot VA,1.7,4.0,4.5,2,0,H,2,0,3,1,0,0,56,44,1,1,9,10,0,1,56,44
27/12/2020,2020,Genk,Waasland-Beveren,1.28,5.5,9.5,1,1,D,3,0,10,3,3,0,67,22,2,1,5,5,1,1,67,22
27/12/2020,2020,Antwerp,Charleroi,2.05,3.4,3.6,2,1,H,1,2,3,5,0,1,44,33,2,1,7,7,0,1,44,33
26/12/2020,2020,Standard,St Truiden,1.6,3.75,6.0,1,2,A,0,1,4,5,0,0,33,56,1,2,4,4,1,0,33,56
26/12/2020,2020,Oud-Heverlee Leuven,Oostende,2.6,3.5,2.6,1,2,A,2,1,5,3,1,0,56,22,1,2,3,5,0,1,56,22
26/12/2020,2020,Kortrijk,Gent,3.25,3.5,2.1,1,0,H,2,1,5,5,1,1,33,22,2,1,3,2,0,0,33,22
26/12/2020,2020,Waregem,Cercle Brugge,2.0,3.75,3.4,1,0,H,0,2,3,6,0,1,11,22,1,2,3,5,1,1,11,22
26/12/2020,2020,Club Brugge,Eupen,1.2,6.5,13.0,3,0,H,2,1,2,1,0,0,56,11,1,1,3,6,0,1,56,11
20/12/2020,2020,Waasland-Beveren,Antwerp,4.2,3.8,1.72,0,3,A,2,1,4,2,2,1,25,12,0,2,3,6,0,1,25,12
20/12/2020,2020,Standard,Mouscron,1.4,4.33,8.0,0,1,A,1,0,5,4,0,0,38,62,1,2,2,5,0,2,38,62
20/12/2020,2020,Oud-Heverlee Leuven,Mechelen,2.4,3.8,2.55,1,2,A,2,0,6,3,1,0,62,25,1,0,5,4,0,0,62,25
20/12/2020,2020,Club Brugge,Gent,1.57,3.8,6.0,0,1,A,2,0,4,2,0,0,62,12,2,1,6,3,1,0,62,12
19/12/2020,2020,Genk,Kortrijk,1.55,4.75,4.75,2,0,H,3,0,12,3,3,0,62,25,0,1,1,2,0,0,62,25
19/12/2020,2020,Waregem,St Truiden,2.2,3.6,2.9,0,2,A,0,1,4,5,0,0,12,25,0,2,4,6,0,0,12,25
18/12/2020,2020,Charleroi,Anderlecht,2.87,3.3,2.37,1,0,H,0,2,0,3,0,1,50,12,0,1,4,5,0,0,50,12
17/12/2020,2020,Mechelen,Club Brugge,5.25,3.8,1.65,0,3,A,0,2,7,9,0,0,12,25,2,0,5,1,2,0,12,25
16/12/2020,2020,Kortrijk,Standard,3.0,3.6,2.15,2,1,H,1,1,8,9,1,1,25,25,0,1,2,3,0,0,25,25
16/12/2020,2020,Gent,Waasland-Beveren,1.44,4.75,6.5,3,0,H,1,1,3,5,0,1,38,12,2,0,6,3,1,0,38,12
16/12/2020,2020,Antwerp,Waregem,1.5,4.33,6.0,0,1,A,1,1,4,5,0,1,50,38,2,1,6,4,2,1,50,38
15/12/2020,2020,Anderlecht,Oostende,1.8,3.8,4.0,2,1,H,2,0,2,0,0,0,50,50,1,2,2,5,0,2,50,50
15/12/2020,2020,Mouscron,Oud-Heverlee Leuven,2.9,3.6,2.2,2,2,D,2,0,6,3,1,0,25,25,1,2,7,7,1,1,25,25
15/12/2020,2020,Cercle Brugge,Charleroi,3.25,3.6,2.1,3,4,A,0,3,2,8,0,1,38,0,1,1,6,7,0,1,38,0
13/12/2020,2020,Mechelen,Waasland-Beveren,1.44,4.5,6.5,2,3,A,0,2,6,8,0,0,14,29,1,0,4,2,1,0,14,29
13/12/2020,2020,Gent,Standard,2.15,3.3,3.25,2,1,H,0,2,2,6,0,1,29,14,0,1,1,3,0,1,29,14
13/12/2020,2020,Antwerp,Club Brugge,3.1,3.5,2.2,0,2,A,2,0,7,5,0,0,57,43,1,1,4,3,1,0,57,43
12/12/2020,2020,St Truiden,Charleroi,3.0,3.6,2.2,1,2,A,1,1,4,3,1,0,29,43,0,2,5,8,0,1,29,43
12/12/2020,2020,Kortrijk,Oud-Heverlee Leuven,2.0,3.6,3.5,0,3,A,1,1,9,9,1,1,29,29,0,2,6,9,0,1,29,29
12/12/2020,2020,Cercle Brugge,Oostende,2.87,3.5,2.3,0,1,A,0,3,3,10,0,2,43,0,0,3,1,6,0,2,43,0
12/12/2020,2020,Mouscron,Beerschot VA,3.75,3.9,1.85,3,1,H,1,1,3,4,0,1,14,29,1,1,10,10,0,0,14,29
11/12/2020,2020,Anderlecht,Genk,2.62,3.5,2.5,1,0,H,1,0,3,2,0,0,43,57,3,0,9,3,1,0,43,57
08/12/2020,2020,Oud-Heverlee Leuven,Mouscron,1.75,3.75,4.5,2,0,H,2,0,6,4,0,0,57,29,1,2,3,7,0,2,57,29
07/12/2020,2020,Charleroi,Kortrijk,1.72,3.6,5.0,0,0,D,1,2,3,3,1,1,57,0,1,1,3,3,0,0,57,0
06/12/2020,2020,Oostende,Gent,3.0,3.6,2.2,2,1,H,1,1,5,4,1,1,43,29,2,1,7,6,1,1,43,29
06/12/2020,2020,Standard,Mechelen,2.05,3.5,3.4,2,2,D,1,0,4,3,0,0,43,57,1,0,5,4,0,0,43,57
06/12/2020,2020,Beerschot VA,Eupen,1.83,4.0,3.75,0,1,A,3,0,12,6,2,0,86,0,1,1,4,6,1,1,86,0
06/12/2020,2020,Genk,Antwerp,2.15,3.4,3.2,4,2,H,3,0,10,2,2,0,57,29,1,1,4,3,1,0,57,29
05/12/2020,2020,Club Brugge,St Truiden,1.2,6.5,11.0,1,0,H,2,0,6,2,1,0,57,14,0,2,7,11,0,1,57,14
05/12/2020,2020,Oud-Heverlee Leuven,Cercle Brugge,2.15,3.75,3.1,2,1,H,2,0,6,4,0,0,50,33,2,1,4,4,1,1,50,33
05/12/2020,2020,Waasland-Beveren,Mouscron,2.2,3.5,3.1,2,0,H,1,2,3,6,1,2,14,14,1,2,3,8,0,2,14,14
04/12/2020,2020,Waregem,Anderlecht,3.8,4.0,1.8,2,2,D,0,2,3,6,0,1,14,14,1,1,5,4,1,0,14,14
03/12/2020,2020,Eupen,Mechelen,2.45,3.25,2.87,1,1,D,1,1,5,4,1,0,33,33,1,1,5,7,0,1,33,33
02/12/2020,2020,Charleroi,Waasland-Beveren,1.28,5.75,9.0,0,2,A,1,2,4,3,1,0,67,0,0,1,4,5,0,0,67,0
01/12/2020,2020,Mouscron,St Truiden,2.9,3.4,2.4,3,2,H,0,1,1,3,0,1,0,33,0,2,5,10,0,2,0,33
30/11/2020,2020,Antwerp,Oud-Heverlee Leuven,1.6,4.2,5.25,3,2,H,2,0,8,4,1,0,50,50,1,1,7,8,0,1,50,50
